IEA Region,Technology,Scenario,Sector,Metric,Value
EURASIA ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,"Parameter a, max",0.1157
EURASIA ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter b, min",37.1
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter b, max",37.1
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter a, min",0.11776
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter a, max",0.11776
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Pathway,,"Parameter b, min",39.84
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Pathway,,"Parameter b, max",39.84
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Pathway,,"Parameter a, min",0.11599
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Pathway,,"Parameter a, max",0.11599
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Forests & Wetlands | Peat Restoration | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Pathway,,"Parameter b, min",34.75
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Pathway,,"Parameter b, max",34.75
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Pathway,,"Parameter a, min",0.0598
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Pathway,,"Parameter a, max",0.0598
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Forests & Wetlands | Reforestation | Natural Regeneration | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Fossil fuels,Baseline,,Useful Life in Start Year,25
EURASIA ,Fossil fuels,Pathway,,Useful Life in Start Year,25
EURASIA ,Fossil fuels,Baseline,,Useful Life in End Year,45
EURASIA ,Fossil fuels,Pathway,,Useful Life in End Year,45
EURASIA ,Fossil fuels,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Fossil fuels,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Fossil fuels,Baseline,,Saturation Point,100
EURASIA ,Fossil fuels,Pathway,,Saturation Point,0
EURASIA ,Fossil fuels,Pathway,,"Parameter b, min",0
EURASIA ,Fossil fuels,Baseline,,"Parameter b, min",0
EURASIA ,Fossil fuels,Pathway,,"Parameter b, max",100
EURASIA ,Fossil fuels,Baseline,,"Parameter b, max",100
EURASIA ,Fossil fuels,Pathway,,"Parameter a, min",0
EURASIA ,Fossil fuels,Baseline,,"Parameter a, min",0
EURASIA ,Fossil fuels,Pathway,,"Parameter a, max",5
EURASIA ,Fossil fuels,Baseline,,"Parameter a, max",5
EURASIA ,Fossil fuels,Baseline,,Max annual growth,100
EURASIA ,Fossil fuels,Pathway,,Max annual growth,100
EURASIA ,Fossil fuels,Pathway,,Floor,0
EURASIA ,Fossil fuels,Baseline,,Floor,0
EURASIA ,Fossil fuels,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Fossil fuels,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Generation,Baseline,,Useful Life in Start Year,25
EURASIA ,Generation,Pathway,,Useful Life in Start Year,25
EURASIA ,Generation,Baseline,,Useful Life in End Year,45
EURASIA ,Generation,Pathway,,Useful Life in End Year,45
EURASIA ,Generation,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Generation,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Generation,Baseline,,Saturation Point,100
EURASIA ,Generation,Pathway,,Saturation Point,100
EURASIA ,Generation,Pathway,,"Parameter b, min",0
EURASIA ,Generation,Baseline,,"Parameter b, min",0
EURASIA ,Generation,Pathway,,"Parameter b, max",100
EURASIA ,Generation,Baseline,,"Parameter b, max",100
EURASIA ,Generation,Pathway,,"Parameter a, min",0
EURASIA ,Generation,Baseline,,"Parameter a, min",0
EURASIA ,Generation,Pathway,,"Parameter a, max",0
EURASIA ,Generation,Baseline,,"Parameter a, max",0
EURASIA ,Generation,Baseline,,Max annual growth,100
EURASIA ,Generation,Pathway,,Max annual growth,100
EURASIA ,Generation,Pathway,,Floor,100
EURASIA ,Generation,Baseline,,Floor,100
EURASIA ,Generation,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Generation,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Geothermal,Baseline,,Useful Life in Start Year,25
EURASIA ,Geothermal,Pathway,,Useful Life in Start Year,25
EURASIA ,Geothermal,Baseline,,Useful Life in End Year,45
EURASIA ,Geothermal,Pathway,,Useful Life in End Year,45
EURASIA ,Geothermal,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Geothermal,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Geothermal,Baseline,,Saturation Point,5
EURASIA ,Geothermal,Pathway,,Saturation Point,0
EURASIA ,Geothermal,Pathway,,"Parameter b, min",0
EURASIA ,Geothermal,Baseline,,"Parameter b, min",0
EURASIA ,Geothermal,Pathway,,"Parameter b, max",100
EURASIA ,Geothermal,Baseline,,"Parameter b, max",100
EURASIA ,Geothermal,Pathway,,"Parameter a, min",0
EURASIA ,Geothermal,Baseline,,"Parameter a, min",0
EURASIA ,Geothermal,Pathway,,"Parameter a, max",5
EURASIA ,Geothermal,Baseline,,"Parameter a, max",5
EURASIA ,Geothermal,Baseline,,Max annual growth,100
EURASIA ,Geothermal,Pathway,,Max annual growth,100
EURASIA ,Geothermal,Pathway,,Floor,0
EURASIA ,Geothermal,Baseline,,Floor,0
EURASIA ,Geothermal,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Geothermal,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Grid,Baseline,,Consumption:Generation,0.88
EURASIA ,Grid,Pathway,,Consumption:Generation,0.88
EURASIA ,Heat,Baseline,,Consumption:Generation,0.88
EURASIA ,Heat,Pathway,,Consumption:Generation,0.88
EURASIA ,Hydroelectric pumped storage,Baseline,,Useful Life in Start Year,25
EURASIA ,Hydroelectric pumped storage,Pathway,,Useful Life in Start Year,25
EURASIA ,Hydroelectric pumped storage,Baseline,,Useful Life in End Year,45
EURASIA ,Hydroelectric pumped storage,Pathway,,Useful Life in End Year,45
EURASIA ,Hydroelectric pumped storage,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Hydroelectric pumped storage,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Hydroelectric pumped storage,Baseline,,Saturation Point,5
EURASIA ,Hydroelectric pumped storage,Pathway,,Saturation Point,15
EURASIA ,Hydroelectric pumped storage,Pathway,,"Parameter b, min",0
EURASIA ,Hydroelectric pumped storage,Baseline,,"Parameter b, min",0
EURASIA ,Hydroelectric pumped storage,Pathway,,"Parameter b, max",100
EURASIA ,Hydroelectric pumped storage,Baseline,,"Parameter b, max",100
EURASIA ,Hydroelectric pumped storage,Pathway,,"Parameter a, min",0
EURASIA ,Hydroelectric pumped storage,Baseline,,"Parameter a, min",0
EURASIA ,Hydroelectric pumped storage,Pathway,,"Parameter a, max",5
EURASIA ,Hydroelectric pumped storage,Baseline,,"Parameter a, max",5
EURASIA ,Hydroelectric pumped storage,Baseline,,Max annual growth,100
EURASIA ,Hydroelectric pumped storage,Pathway,,Max annual growth,100
EURASIA ,Hydroelectric pumped storage,Pathway,,Floor,0
EURASIA ,Hydroelectric pumped storage,Baseline,,Floor,0
EURASIA ,Hydroelectric pumped storage,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Hydroelectric pumped storage,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Hydroelectricity,Baseline,,Useful Life in Start Year,25
EURASIA ,Hydroelectricity,Pathway,,Useful Life in Start Year,25
EURASIA ,Hydroelectricity,Baseline,,Useful Life in End Year,45
EURASIA ,Hydroelectricity,Pathway,,Useful Life in End Year,45
EURASIA ,Hydroelectricity,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Hydroelectricity,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Hydroelectricity,Baseline,,Saturation Point,5
EURASIA ,Hydroelectricity,Pathway,,Saturation Point,26
EURASIA ,Hydroelectricity,Pathway,,"Parameter b, min",18
EURASIA ,Hydroelectricity,Baseline,,"Parameter b, min",18
EURASIA ,Hydroelectricity,Pathway,,"Parameter b, max",18
EURASIA ,Hydroelectricity,Baseline,,"Parameter b, max",18
EURASIA ,Hydroelectricity,Pathway,,"Parameter a, min",-0.19
EURASIA ,Hydroelectricity,Baseline,,"Parameter a, min",-0.19
EURASIA ,Hydroelectricity,Pathway,,"Parameter a, max",-0.19
EURASIA ,Hydroelectricity,Baseline,,"Parameter a, max",-0.19
EURASIA ,Hydroelectricity,Baseline,,Max annual growth,100
EURASIA ,Hydroelectricity,Pathway,,Max annual growth,100
EURASIA ,Hydroelectricity,Pathway,,Floor,0
EURASIA ,Hydroelectricity,Baseline,,Floor,0
EURASIA ,Hydroelectricity,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Hydroelectricity,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Non-hydroelectric renewables,Baseline,,Useful Life in Start Year,25
EURASIA ,Non-hydroelectric renewables,Pathway,,Useful Life in Start Year,25
EURASIA ,Non-hydroelectric renewables,Baseline,,Useful Life in End Year,45
EURASIA ,Non-hydroelectric renewables,Pathway,,Useful Life in End Year,45
EURASIA ,Non-hydroelectric renewables,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Non-hydroelectric renewables,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Non-hydroelectric renewables,Baseline,,Saturation Point,5
EURASIA ,Non-hydroelectric renewables,Pathway,,Saturation Point,36
EURASIA ,Non-hydroelectric renewables,Pathway,,"Parameter b, min",0
EURASIA ,Non-hydroelectric renewables,Baseline,,"Parameter b, min",0
EURASIA ,Non-hydroelectric renewables,Pathway,,"Parameter b, max",100
EURASIA ,Non-hydroelectric renewables,Baseline,,"Parameter b, max",100
EURASIA ,Non-hydroelectric renewables,Pathway,,"Parameter a, min",0
EURASIA ,Non-hydroelectric renewables,Baseline,,"Parameter a, min",0
EURASIA ,Non-hydroelectric renewables,Pathway,,"Parameter a, max",5
EURASIA ,Non-hydroelectric renewables,Baseline,,"Parameter a, max",5
EURASIA ,Non-hydroelectric renewables,Baseline,,Max annual growth,100
EURASIA ,Non-hydroelectric renewables,Pathway,,Max annual growth,100
EURASIA ,Non-hydroelectric renewables,Pathway,,Floor,0
EURASIA ,Non-hydroelectric renewables,Baseline,,Floor,0
EURASIA ,Non-hydroelectric renewables,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Non-hydroelectric renewables,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Nuclear,Baseline,,Useful Life in Start Year,25
EURASIA ,Nuclear,Pathway,,Useful Life in Start Year,25
EURASIA ,Nuclear,Baseline,,Useful Life in End Year,45
EURASIA ,Nuclear,Pathway,,Useful Life in End Year,45
EURASIA ,Nuclear,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Nuclear,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Nuclear,Baseline,,Saturation Point,20
EURASIA ,Nuclear,Pathway,,Saturation Point,10
EURASIA ,Nuclear,Pathway,,"Parameter b, min",43
EURASIA ,Nuclear,Baseline,,"Parameter b, min",43
EURASIA ,Nuclear,Pathway,,"Parameter b, max",43
EURASIA ,Nuclear,Baseline,,"Parameter b, max",43
EURASIA ,Nuclear,Pathway,,"Parameter a, min",-0.1
EURASIA ,Nuclear,Baseline,,"Parameter a, min",-0.1
EURASIA ,Nuclear,Pathway,,"Parameter a, max",-0.1
EURASIA ,Nuclear,Baseline,,"Parameter a, max",-0.1
EURASIA ,Nuclear,Baseline,,Max annual growth,100
EURASIA ,Nuclear,Pathway,,Max annual growth,100
EURASIA ,Nuclear,Pathway,,Floor,0
EURASIA ,Nuclear,Baseline,,Floor,0
EURASIA ,Nuclear,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Nuclear,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Biochar | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, max",100
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, min",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, max",0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,Floor,0
EURASIA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,Floor,0
EURASIA ,Renewables,Baseline,,Useful Life in Start Year,25
EURASIA ,Renewables,Pathway,,Useful Life in Start Year,25
EURASIA ,Renewables,Baseline,,Useful Life in End Year,45
EURASIA ,Renewables,Pathway,,Useful Life in End Year,45
EURASIA ,Renewables,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Renewables,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Renewables,Baseline,,Saturation Point,5
EURASIA ,Renewables,Pathway,,Saturation Point,36
EURASIA ,Renewables,Pathway,,"Parameter b, min",0
EURASIA ,Renewables,Baseline,,"Parameter b, min",0
EURASIA ,Renewables,Pathway,,"Parameter b, max",100
EURASIA ,Renewables,Baseline,,"Parameter b, max",100
EURASIA ,Renewables,Pathway,,"Parameter a, min",0
EURASIA ,Renewables,Baseline,,"Parameter a, min",0
EURASIA ,Renewables,Pathway,,"Parameter a, max",5
EURASIA ,Renewables,Baseline,,"Parameter a, max",5
EURASIA ,Renewables,Baseline,,Max annual growth,100
EURASIA ,Renewables,Pathway,,Max annual growth,100
EURASIA ,Renewables,Pathway,,Floor,0
EURASIA ,Renewables,Baseline,,Floor,0
EURASIA ,Renewables,Baseline,,"End Year, Retirement Trend",2100
EURASIA ,Renewables,Pathway,,"End Year, Retirement Trend",2100
EURASIA ,Solar,Baseline,,Useful Life in Start Year,25
EURASIA ,Solar,Pathway,,Useful Life in Start Year,25
EURASIA ,Solar,Baseline,,Useful Life in End Year,45
EURASIA ,Solar,Pathway,,Useful Life in End Year,45
EURASIA ,Solar,Baseline,,"Start Year, Retirement Trend",1990
EURASIA ,Solar,Pathway,,"Start Year, Retirement Trend",1990
EURASIA ,Solar,Baseline,,Saturation Point,5
EURASIA ,Solar,Pathway,,Saturation Point,43
EURASIA ,Solar,Pathway,,"Parameter b, min",0
