IEA Region,Technology,Scenario,Sector,Metric,Value
CSAM ,Industry,baseline,All,Floor,0
BRAZIL ,Industry,pathway,All,Floor,0
BRAZIL ,Industry,baseline,All,Floor,0
AFRICA ,Industry,pathway,All,Floor,0
AFRICA ,Industry,baseline,All,Floor,0
ME ,Industry,pathway,All,Floor,0
ME ,Industry,baseline,All,Floor,0
EURASIA ,Industry,pathway,All,Floor,0
EURASIA ,Industry,baseline,All,Floor,0
RUS ,Industry,pathway,All,Floor,0
RUS ,Industry,baseline,All,Floor,0
ASIAPAC ,Industry,pathway,All,Floor,0
ASIAPAC ,Industry,baseline,All,Floor,0
CHINA ,Industry,pathway,All,Floor,0
CHINA ,Industry,baseline,All,Floor,0
INDIA ,Industry,pathway,All,Floor,0
INDIA ,Industry,baseline,All,Floor,0
ASEAN ,Industry,pathway,All,Floor,0
ASEAN ,Industry,baseline,All,Floor,0
DevelopingECO ,Industry,pathway,All,Floor,0
DevelopingECO ,Industry,baseline,All,Floor,0
 OECD ,Industry,pathway,All,Max annual growth,100
 OECD ,Industry,baseline,All,Max annual growth,100
NAM ,Industry,pathway,All,Max annual growth,100
NAM ,Industry,baseline,All,Max annual growth,100
US ,Industry,pathway,All,Max annual growth,100
US ,Industry,baseline,All,Max annual growth,100
EUR ,Industry,pathway,All,Max annual growth,100
EUR ,Industry,baseline,All,Max annual growth,100
EU ,Industry,pathway,All,Max annual growth,100
EU ,Industry,baseline,All,Max annual growth,100
SAFR ,Industry,pathway,All,Max annual growth,100
SAFR ,Industry,baseline,All,Max annual growth,100
JPN ,Industry,pathway,All,Max annual growth,100
JPN ,Industry,baseline,All,Max annual growth,100
AdvancedECO ,Industry,pathway,All,Max annual growth,100
AdvancedECO ,Industry,baseline,All,Max annual growth,100
NonOECD ,Industry,pathway,All,Max annual growth,100
NonOECD ,Industry,baseline,All,Max annual growth,100
World ,Industry,pathway,All,Max annual growth,100
World ,Industry,baseline,All,Max annual growth,100
CSAM ,Industry,pathway,All,Max annual growth,100
CSAM ,Industry,baseline,All,Max annual growth,100
BRAZIL ,Industry,pathway,All,Max annual growth,100
BRAZIL ,Industry,baseline,All,Max annual growth,100
AFRICA ,Industry,pathway,All,Max annual growth,100
AFRICA ,Industry,baseline,All,Max annual growth,100
ME ,Industry,pathway,All,Max annual growth,100
ME ,Industry,baseline,All,Max annual growth,100
EURASIA ,Industry,pathway,All,Max annual growth,100
EURASIA ,Industry,baseline,All,Max annual growth,100
RUS ,Industry,pathway,All,Max annual growth,100
RUS ,Industry,baseline,All,Max annual growth,100
ASIAPAC ,Industry,pathway,All,Max annual growth,100
ASIAPAC ,Industry,baseline,All,Max annual growth,100
CHINA ,Industry,pathway,All,Max annual growth,100
CHINA ,Industry,baseline,All,Max annual growth,100
INDIA ,Industry,pathway,All,Max annual growth,100
INDIA ,Industry,baseline,All,Max annual growth,100
ASEAN ,Industry,pathway,All,Max annual growth,100
ASEAN ,Industry,baseline,All,Max annual growth,100
DevelopingECO ,Industry,pathway,All,Max annual growth,100
DevelopingECO ,Industry,baseline,All,Max annual growth,100
 OECD ,Industry,pathway,All,"Parameter a, max",0.5
 OECD ,Industry,baseline,All,"Parameter a, max",0.5
NAM ,Industry,pathway,All,"Parameter a, max",0.5
NAM ,Industry,baseline,All,"Parameter a, max",0.5
US ,Industry,pathway,All,"Parameter a, max",0.5
US ,Industry,baseline,All,"Parameter a, max",0.5
EUR ,Industry,pathway,All,"Parameter a, max",0.5
EUR ,Industry,baseline,All,"Parameter a, max",0.5
EU ,Industry,pathway,All,"Parameter a, max",0.5
EU ,Industry,baseline,All,"Parameter a, max",0.5
SAFR ,Industry,pathway,All,"Parameter a, max",0.5
SAFR ,Industry,baseline,All,"Parameter a, max",0.5
JPN ,Industry,pathway,All,"Parameter a, max",0.5
JPN ,Industry,baseline,All,"Parameter a, max",0.5
AdvancedECO ,Industry,pathway,All,"Parameter a, max",0.5
AdvancedECO ,Industry,baseline,All,"Parameter a, max",0.5
NonOECD ,Industry,pathway,All,"Parameter a, max",0.5
NonOECD ,Industry,baseline,All,"Parameter a, max",0.5
World ,Industry,pathway,All,"Parameter a, max",0.5
World ,Industry,baseline,All,"Parameter a, max",0.5
CSAM ,Industry,pathway,All,"Parameter a, max",0.5
CSAM ,Industry,baseline,All,"Parameter a, max",0.5
BRAZIL ,Industry,pathway,All,"Parameter a, max",0.5
BRAZIL ,Industry,baseline,All,"Parameter a, max",0.5
AFRICA ,Industry,pathway,All,"Parameter a, max",0.5
AFRICA ,Industry,baseline,All,"Parameter a, max",0.5
ME ,Industry,pathway,All,"Parameter a, max",0.5
ME ,Industry,baseline,All,"Parameter a, max",0.5
EURASIA ,Industry,pathway,All,"Parameter a, max",0.5
EURASIA ,Industry,baseline,All,"Parameter a, max",0.5
RUS ,Industry,pathway,All,"Parameter a, max",0.5
RUS ,Industry,baseline,All,"Parameter a, max",0.5
ASIAPAC ,Industry,pathway,All,"Parameter a, max",0.5
ASIAPAC ,Industry,baseline,All,"Parameter a, max",0.5
CHINA ,Industry,pathway,All,"Parameter a, max",0.5
CHINA ,Industry,baseline,All,"Parameter a, max",0.5
INDIA ,Industry,pathway,All,"Parameter a, max",0.5
INDIA ,Industry,baseline,All,"Parameter a, max",0.5
ASEAN ,Industry,pathway,All,"Parameter a, max",0.5
ASEAN ,Industry,baseline,All,"Parameter a, max",0.5
DevelopingECO ,Industry,pathway,All,"Parameter a, max",0.5
DevelopingECO ,Industry,baseline,All,"Parameter a, max",0.5
 OECD ,Industry,pathway,All,"Parameter a, min",0
 OECD ,Industry,baseline,All,"Parameter a, min",0
NAM ,Industry,pathway,All,"Parameter a, min",0
NAM ,Industry,baseline,All,"Parameter a, min",0
US ,Industry,pathway,All,"Parameter a, min",0
US ,Industry,baseline,All,"Parameter a, min",0
EUR ,Industry,pathway,All,"Parameter a, min",0
EUR ,Industry,baseline,All,"Parameter a, min",0
EU ,Industry,pathway,All,"Parameter a, min",0
EU ,Industry,baseline,All,"Parameter a, min",0
SAFR ,Industry,pathway,All,"Parameter a, min",0
SAFR ,Industry,baseline,All,"Parameter a, min",0
JPN ,Industry,pathway,All,"Parameter a, min",0
JPN ,Industry,baseline,All,"Parameter a, min",0
AdvancedECO ,Industry,pathway,All,"Parameter a, min",0
AdvancedECO ,Industry,baseline,All,"Parameter a, min",0
NonOECD ,Industry,pathway,All,"Parameter a, min",0
NonOECD ,Industry,baseline,All,"Parameter a, min",0
World ,Industry,pathway,All,"Parameter a, min",0
World ,Industry,baseline,All,"Parameter a, min",0
CSAM ,Industry,pathway,All,"Parameter a, min",0
CSAM ,Industry,baseline,All,"Parameter a, min",0
BRAZIL ,Industry,pathway,All,"Parameter a, min",0
BRAZIL ,Industry,baseline,All,"Parameter a, min",0
AFRICA ,Industry,pathway,All,"Parameter a, min",0
AFRICA ,Industry,baseline,All,"Parameter a, min",0
ME ,Industry,pathway,All,"Parameter a, min",0
ME ,Industry,baseline,All,"Parameter a, min",0
EURASIA ,Industry,pathway,All,"Parameter a, min",0
EURASIA ,Industry,baseline,All,"Parameter a, min",0
RUS ,Industry,pathway,All,"Parameter a, min",0
RUS ,Industry,baseline,All,"Parameter a, min",0
ASIAPAC ,Industry,pathway,All,"Parameter a, min",0
ASIAPAC ,Industry,baseline,All,"Parameter a, min",0
CHINA ,Industry,pathway,All,"Parameter a, min",0
CHINA ,Industry,baseline,All,"Parameter a, min",0
INDIA ,Industry,pathway,All,"Parameter a, min",0
INDIA ,Industry,baseline,All,"Parameter a, min",0
ASEAN ,Industry,pathway,All,"Parameter a, min",0
ASEAN ,Industry,baseline,All,"Parameter a, min",0
DevelopingECO ,Industry,pathway,All,"Parameter a, min",0
DevelopingECO ,Industry,baseline,All,"Parameter a, min",0
 OECD ,Industry,pathway,All,"Parameter b, max",100
 OECD ,Industry,baseline,All,"Parameter b, max",100
NAM ,Industry,pathway,All,"Parameter b, max",100
NAM ,Industry,baseline,All,"Parameter b, max",100
US ,Industry,pathway,All,"Parameter b, max",100
US ,Industry,baseline,All,"Parameter b, max",100
EUR ,Industry,pathway,All,"Parameter b, max",100
EUR ,Industry,baseline,All,"Parameter b, max",100
EU ,Industry,pathway,All,"Parameter b, max",100
EU ,Industry,baseline,All,"Parameter b, max",100
SAFR ,Industry,pathway,All,"Parameter b, max",100
SAFR ,Industry,baseline,All,"Parameter b, max",100
JPN ,Industry,pathway,All,"Parameter b, max",100
JPN ,Industry,baseline,All,"Parameter b, max",100
AdvancedECO ,Industry,pathway,All,"Parameter b, max",100
AdvancedECO ,Industry,baseline,All,"Parameter b, max",100
NonOECD ,Industry,pathway,All,"Parameter b, max",100
NonOECD ,Industry,baseline,All,"Parameter b, max",100
World ,Industry,pathway,All,"Parameter b, max",100
World ,Industry,baseline,All,"Parameter b, max",100
CSAM ,Industry,pathway,All,"Parameter b, max",100
CSAM ,Industry,baseline,All,"Parameter b, max",100
BRAZIL ,Industry,pathway,All,"Parameter b, max",100
BRAZIL ,Industry,baseline,All,"Parameter b, max",100
AFRICA ,Industry,pathway,All,"Parameter b, max",100
AFRICA ,Industry,baseline,All,"Parameter b, max",100
ME ,Industry,pathway,All,"Parameter b, max",100
ME ,Industry,baseline,All,"Parameter b, max",100
EURASIA ,Industry,pathway,All,"Parameter b, max",100
EURASIA ,Industry,baseline,All,"Parameter b, max",100
RUS ,Industry,pathway,All,"Parameter b, max",100
RUS ,Industry,baseline,All,"Parameter b, max",100
ASIAPAC ,Industry,pathway,All,"Parameter b, max",100
ASIAPAC ,Industry,baseline,All,"Parameter b, max",100
CHINA ,Industry,pathway,All,"Parameter b, max",100
CHINA ,Industry,baseline,All,"Parameter b, max",100
INDIA ,Industry,pathway,All,"Parameter b, max",100
INDIA ,Industry,baseline,All,"Parameter b, max",100
ASEAN ,Industry,pathway,All,"Parameter b, max",100
ASEAN ,Industry,baseline,All,"Parameter b, max",100
DevelopingECO ,Industry,pathway,All,"Parameter b, max",100
DevelopingECO ,Industry,baseline,All,"Parameter b, max",100
 OECD ,Industry,pathway,All,"Parameter b, min",0
 OECD ,Industry,baseline,All,"Parameter b, min",0
NAM ,Industry,pathway,All,"Parameter b, min",0
NAM ,Industry,baseline,All,"Parameter b, min",0
US ,Industry,pathway,All,"Parameter b, min",0
US ,Industry,baseline,All,"Parameter b, min",0
EUR ,Industry,pathway,All,"Parameter b, min",0
EUR ,Industry,baseline,All,"Parameter b, min",0
EU ,Industry,pathway,All,"Parameter b, min",0
EU ,Industry,baseline,All,"Parameter b, min",0
SAFR ,Industry,pathway,All,"Parameter b, min",0
SAFR ,Industry,baseline,All,"Parameter b, min",0
JPN ,Industry,pathway,All,"Parameter b, min",0
JPN ,Industry,baseline,All,"Parameter b, min",0
AdvancedECO ,Industry,pathway,All,"Parameter b, min",0
AdvancedECO ,Industry,baseline,All,"Parameter b, min",0
NonOECD ,Industry,pathway,All,"Parameter b, min",0
NonOECD ,Industry,baseline,All,"Parameter b, min",0
World ,Industry,pathway,All,"Parameter b, min",0
World ,Industry,baseline,All,"Parameter b, min",0
CSAM ,Industry,pathway,All,"Parameter b, min",0
CSAM ,Industry,baseline,All,"Parameter b, min",0
BRAZIL ,Industry,pathway,All,"Parameter b, min",0
BRAZIL ,Industry,baseline,All,"Parameter b, min",0
AFRICA ,Industry,pathway,All,"Parameter b, min",0
AFRICA ,Industry,baseline,All,"Parameter b, min",0
ME ,Industry,pathway,All,"Parameter b, min",0
ME ,Industry,baseline,All,"Parameter b, min",0
EURASIA ,Industry,pathway,All,"Parameter b, min",0
EURASIA ,Industry,baseline,All,"Parameter b, min",0
RUS ,Industry,pathway,All,"Parameter b, min",0
RUS ,Industry,baseline,All,"Parameter b, min",0
ASIAPAC ,Industry,pathway,All,"Parameter b, min",0
ASIAPAC ,Industry,baseline,All,"Parameter b, min",0
CHINA ,Industry,pathway,All,"Parameter b, min",0
CHINA ,Industry,baseline,All,"Parameter b, min",0
INDIA ,Industry,pathway,All,"Parameter b, min",0
INDIA ,Industry,baseline,All,"Parameter b, min",0
ASEAN ,Industry,pathway,All,"Parameter b, min",0
ASEAN ,Industry,baseline,All,"Parameter b, min",0
DevelopingECO ,Industry,pathway,All,"Parameter b, min",0
DevelopingECO ,Industry,baseline,All,"Parameter b, min",0
 OECD ,Industry,pathway,All,Saturation Point,100
 OECD ,Industry,baseline,All,Saturation Point,100
NAM ,Industry,pathway,All,Saturation Point,100
NAM ,Industry,baseline,All,Saturation Point,100
US ,Industry,pathway,All,Saturation Point,100
US ,Industry,baseline,All,Saturation Point,100
EUR ,Industry,pathway,All,Saturation Point,100
EUR ,Industry,baseline,All,Saturation Point,100
EU ,Industry,pathway,All,Saturation Point,100
EU ,Industry,baseline,All,Saturation Point,100
SAFR ,Industry,pathway,All,Saturation Point,100
SAFR ,Industry,baseline,All,Saturation Point,100
JPN ,Industry,pathway,All,Saturation Point,100
JPN ,Industry,baseline,All,Saturation Point,100
AdvancedECO ,Industry,pathway,All,Saturation Point,100
AdvancedECO ,Industry,baseline,All,Saturation Point,100
NonOECD ,Industry,pathway,All,Saturation Point,100
NonOECD ,Industry,baseline,All,Saturation Point,100
World ,Industry,pathway,All,Saturation Point,100
World ,Industry,baseline,All,Saturation Point,100
CSAM ,Industry,pathway,All,Saturation Point,100
CSAM ,Industry,baseline,All,Saturation Point,100
BRAZIL ,Industry,pathway,All,Saturation Point,100
BRAZIL ,Industry,baseline,All,Saturation Point,100
AFRICA ,Industry,pathway,All,Saturation Point,100
AFRICA ,Industry,baseline,All,Saturation Point,100
ME ,Industry,pathway,All,Saturation Point,100
ME ,Industry,baseline,All,Saturation Point,100
EURASIA ,Industry,pathway,All,Saturation Point,100
EURASIA ,Industry,baseline,All,Saturation Point,100
RUS ,Industry,pathway,All,Saturation Point,100
RUS ,Industry,baseline,All,Saturation Point,100
ASIAPAC ,Industry,pathway,All,Saturation Point,100
ASIAPAC ,Industry,baseline,All,Saturation Point,100
CHINA ,Industry,pathway,All,Saturation Point,100
CHINA ,Industry,baseline,All,Saturation Point,100
INDIA ,Industry,pathway,All,Saturation Point,100
INDIA ,Industry,baseline,All,Saturation Point,100
ASEAN ,Industry,pathway,All,Saturation Point,100
ASEAN ,Industry,baseline,All,Saturation Point,100
DevelopingECO ,Industry,pathway,All,Saturation Point,100
DevelopingECO ,Industry,baseline,All,Saturation Point,100
 OECD ,Legumes,pathway,AFOLU,Floor,0
 OECD ,Legumes,baseline,AFOLU,Floor,0
NAM ,Legumes,pathway,AFOLU,Floor,0
NAM ,Legumes,baseline,AFOLU,Floor,0
US ,Legumes,pathway,AFOLU,Floor,0
US ,Legumes,baseline,AFOLU,Floor,0
EUR ,Legumes,pathway,AFOLU,Floor,0
EUR ,Legumes,baseline,AFOLU,Floor,0
EU ,Legumes,pathway,AFOLU,Floor,0
EU ,Legumes,baseline,AFOLU,Floor,0
SAFR ,Legumes,pathway,AFOLU,Floor,0
SAFR ,Legumes,baseline,AFOLU,Floor,0
JPN ,Legumes,pathway,AFOLU,Floor,0
JPN ,Legumes,baseline,AFOLU,Floor,0
AdvancedECO ,Legumes,pathway,AFOLU,Floor,0
AdvancedECO ,Legumes,baseline,AFOLU,Floor,0
NonOECD ,Legumes,pathway,AFOLU,Floor,0
NonOECD ,Legumes,baseline,AFOLU,Floor,0
World ,Legumes,pathway,AFOLU,Floor,0
World ,Legumes,baseline,AFOLU,Floor,0
CSAM ,Legumes,pathway,AFOLU,Floor,0
CSAM ,Legumes,baseline,AFOLU,Floor,0
BRAZIL ,Legumes,pathway,AFOLU,Floor,0
BRAZIL ,Legumes,baseline,AFOLU,Floor,0
AFRICA ,Legumes,pathway,AFOLU,Floor,0
AFRICA ,Legumes,baseline,AFOLU,Floor,0
ME ,Legumes,pathway,AFOLU,Floor,0
ME ,Legumes,baseline,AFOLU,Floor,0
EURASIA ,Legumes,pathway,AFOLU,Floor,0
EURASIA ,Legumes,baseline,AFOLU,Floor,0
RUS ,Legumes,pathway,AFOLU,Floor,0
RUS ,Legumes,baseline,AFOLU,Floor,0
ASIAPAC ,Legumes,pathway,AFOLU,Floor,0
ASIAPAC ,Legumes,baseline,AFOLU,Floor,0
CHINA ,Legumes,pathway,AFOLU,Floor,0
CHINA ,Legumes,baseline,AFOLU,Floor,0
INDIA ,Legumes,pathway,AFOLU,Floor,0
INDIA ,Legumes,baseline,AFOLU,Floor,0
ASEAN ,Legumes,pathway,AFOLU,Floor,0
ASEAN ,Legumes,baseline,AFOLU,Floor,0
DevelopingECO ,Legumes,pathway,AFOLU,Floor,0
DevelopingECO ,Legumes,baseline,AFOLU,Floor,0
 OECD ,Legumes,pathway,AFOLU,Max annual growth,100
 OECD ,Legumes,baseline,AFOLU,Max annual growth,100
NAM ,Legumes,pathway,AFOLU,Max annual growth,100
NAM ,Legumes,baseline,AFOLU,Max annual growth,100
US ,Legumes,pathway,AFOLU,Max annual growth,100
US ,Legumes,baseline,AFOLU,Max annual growth,100
EUR ,Legumes,pathway,AFOLU,Max annual growth,100
EUR ,Legumes,baseline,AFOLU,Max annual growth,100
EU ,Legumes,pathway,AFOLU,Max annual growth,100
EU ,Legumes,baseline,AFOLU,Max annual growth,100
SAFR ,Legumes,pathway,AFOLU,Max annual growth,100
SAFR ,Legumes,baseline,AFOLU,Max annual growth,100
JPN ,Legumes,pathway,AFOLU,Max annual growth,100
JPN ,Legumes,baseline,AFOLU,Max annual growth,100
AdvancedECO ,Legumes,pathway,AFOLU,Max annual growth,100
AdvancedECO ,Legumes,baseline,AFOLU,Max annual growth,100
NonOECD ,Legumes,pathway,AFOLU,Max annual growth,100
NonOECD ,Legumes,baseline,AFOLU,Max annual growth,100
World ,Legumes,pathway,AFOLU,Max annual growth,100
World ,Legumes,baseline,AFOLU,Max annual growth,100
CSAM ,Legumes,pathway,AFOLU,Max annual growth,100
CSAM ,Legumes,baseline,AFOLU,Max annual growth,100
BRAZIL ,Legumes,pathway,AFOLU,Max annual growth,100
BRAZIL ,Legumes,baseline,AFOLU,Max annual growth,100
AFRICA ,Legumes,pathway,AFOLU,Max annual growth,100
AFRICA ,Legumes,baseline,AFOLU,Max annual growth,100
ME ,Legumes,pathway,AFOLU,Max annual growth,100
ME ,Legumes,baseline,AFOLU,Max annual growth,100
EURASIA ,Legumes,pathway,AFOLU,Max annual growth,100
EURASIA ,Legumes,baseline,AFOLU,Max annual growth,100
RUS ,Legumes,pathway,AFOLU,Max annual growth,100
RUS ,Legumes,baseline,AFOLU,Max annual growth,100
ASIAPAC ,Legumes,pathway,AFOLU,Max annual growth,100
ASIAPAC ,Legumes,baseline,AFOLU,Max annual growth,100
CHINA ,Legumes,pathway,AFOLU,Max annual growth,100
CHINA ,Legumes,baseline,AFOLU,Max annual growth,100
INDIA ,Legumes,pathway,AFOLU,Max annual growth,100
INDIA ,Legumes,baseline,AFOLU,Max annual growth,100
ASEAN ,Legumes,pathway,AFOLU,Max annual growth,100
ASEAN ,Legumes,baseline,AFOLU,Max annual growth,100
DevelopingECO ,Legumes,pathway,AFOLU,Max annual growth,100
DevelopingECO ,Legumes,baseline,AFOLU,Max annual growth,100
 OECD ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
 OECD ,Legumes,baseline,AFOLU,"Parameter a, max",0
NAM ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
NAM ,Legumes,baseline,AFOLU,"Parameter a, max",0
US ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
US ,Legumes,baseline,AFOLU,"Parameter a, max",0
EUR ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
EUR ,Legumes,baseline,AFOLU,"Parameter a, max",0
EU ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
EU ,Legumes,baseline,AFOLU,"Parameter a, max",0
SAFR ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
SAFR ,Legumes,baseline,AFOLU,"Parameter a, max",0
JPN ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
JPN ,Legumes,baseline,AFOLU,"Parameter a, max",0
AdvancedECO ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
AdvancedECO ,Legumes,baseline,AFOLU,"Parameter a, max",0
NonOECD ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
NonOECD ,Legumes,baseline,AFOLU,"Parameter a, max",0
World ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
World ,Legumes,baseline,AFOLU,"Parameter a, max",0
CSAM ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
CSAM ,Legumes,baseline,AFOLU,"Parameter a, max",0
BRAZIL ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
BRAZIL ,Legumes,baseline,AFOLU,"Parameter a, max",0
AFRICA ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
AFRICA ,Legumes,baseline,AFOLU,"Parameter a, max",0
ME ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
ME ,Legumes,baseline,AFOLU,"Parameter a, max",0
EURASIA ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
EURASIA ,Legumes,baseline,AFOLU,"Parameter a, max",0
RUS ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
RUS ,Legumes,baseline,AFOLU,"Parameter a, max",0
ASIAPAC ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
ASIAPAC ,Legumes,baseline,AFOLU,"Parameter a, max",0
CHINA ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
CHINA ,Legumes,baseline,AFOLU,"Parameter a, max",0
INDIA ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
INDIA ,Legumes,baseline,AFOLU,"Parameter a, max",0
ASEAN ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
ASEAN ,Legumes,baseline,AFOLU,"Parameter a, max",0
DevelopingECO ,Legumes,pathway,AFOLU,"Parameter a, max",0.10618
DevelopingECO ,Legumes,baseline,AFOLU,"Parameter a, max",0
 OECD ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
 OECD ,Legumes,baseline,AFOLU,"Parameter a, min",0
NAM ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
NAM ,Legumes,baseline,AFOLU,"Parameter a, min",0
US ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
US ,Legumes,baseline,AFOLU,"Parameter a, min",0
EUR ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
EUR ,Legumes,baseline,AFOLU,"Parameter a, min",0
EU ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
EU ,Legumes,baseline,AFOLU,"Parameter a, min",0
SAFR ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
SAFR ,Legumes,baseline,AFOLU,"Parameter a, min",0
JPN ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
JPN ,Legumes,baseline,AFOLU,"Parameter a, min",0
AdvancedECO ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
AdvancedECO ,Legumes,baseline,AFOLU,"Parameter a, min",0
NonOECD ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
NonOECD ,Legumes,baseline,AFOLU,"Parameter a, min",0
World ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
World ,Legumes,baseline,AFOLU,"Parameter a, min",0
CSAM ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
CSAM ,Legumes,baseline,AFOLU,"Parameter a, min",0
BRAZIL ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
BRAZIL ,Legumes,baseline,AFOLU,"Parameter a, min",0
AFRICA ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
AFRICA ,Legumes,baseline,AFOLU,"Parameter a, min",0
ME ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
ME ,Legumes,baseline,AFOLU,"Parameter a, min",0
EURASIA ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
EURASIA ,Legumes,baseline,AFOLU,"Parameter a, min",0
RUS ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
RUS ,Legumes,baseline,AFOLU,"Parameter a, min",0
ASIAPAC ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
ASIAPAC ,Legumes,baseline,AFOLU,"Parameter a, min",0
CHINA ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
CHINA ,Legumes,baseline,AFOLU,"Parameter a, min",0
INDIA ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
INDIA ,Legumes,baseline,AFOLU,"Parameter a, min",0
ASEAN ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
ASEAN ,Legumes,baseline,AFOLU,"Parameter a, min",0
DevelopingECO ,Legumes,pathway,AFOLU,"Parameter a, min",0.10618
DevelopingECO ,Legumes,baseline,AFOLU,"Parameter a, min",0
 OECD ,Legumes,pathway,AFOLU,"Parameter b, max",44
 OECD ,Legumes,baseline,AFOLU,"Parameter b, max",100
NAM ,Legumes,pathway,AFOLU,"Parameter b, max",44
NAM ,Legumes,baseline,AFOLU,"Parameter b, max",100
US ,Legumes,pathway,AFOLU,"Parameter b, max",44
US ,Legumes,baseline,AFOLU,"Parameter b, max",100
EUR ,Legumes,pathway,AFOLU,"Parameter b, max",44
EUR ,Legumes,baseline,AFOLU,"Parameter b, max",100
EU ,Legumes,pathway,AFOLU,"Parameter b, max",44
EU ,Legumes,baseline,AFOLU,"Parameter b, max",100
SAFR ,Legumes,pathway,AFOLU,"Parameter b, max",44
SAFR ,Legumes,baseline,AFOLU,"Parameter b, max",100
JPN ,Legumes,pathway,AFOLU,"Parameter b, max",44
JPN ,Legumes,baseline,AFOLU,"Parameter b, max",100
AdvancedECO ,Legumes,pathway,AFOLU,"Parameter b, max",44
AdvancedECO ,Legumes,baseline,AFOLU,"Parameter b, max",100
NonOECD ,Legumes,pathway,AFOLU,"Parameter b, max",44
NonOECD ,Legumes,baseline,AFOLU,"Parameter b, max",100
World ,Legumes,pathway,AFOLU,"Parameter b, max",44
World ,Legumes,baseline,AFOLU,"Parameter b, max",100
CSAM ,Legumes,pathway,AFOLU,"Parameter b, max",44
CSAM ,Legumes,baseline,AFOLU,"Parameter b, max",100
BRAZIL ,Legumes,pathway,AFOLU,"Parameter b, max",44
BRAZIL ,Legumes,baseline,AFOLU,"Parameter b, max",100
AFRICA ,Legumes,pathway,AFOLU,"Parameter b, max",44
AFRICA ,Legumes,baseline,AFOLU,"Parameter b, max",100
ME ,Legumes,pathway,AFOLU,"Parameter b, max",44
ME ,Legumes,baseline,AFOLU,"Parameter b, max",100
EURASIA ,Legumes,pathway,AFOLU,"Parameter b, max",44
EURASIA ,Legumes,baseline,AFOLU,"Parameter b, max",100
RUS ,Legumes,pathway,AFOLU,"Parameter b, max",44
RUS ,Legumes,baseline,AFOLU,"Parameter b, max",100
ASIAPAC ,Legumes,pathway,AFOLU,"Parameter b, max",44
ASIAPAC ,Legumes,baseline,AFOLU,"Parameter b, max",100
CHINA ,Legumes,pathway,AFOLU,"Parameter b, max",44
CHINA ,Legumes,baseline,AFOLU,"Parameter b, max",100
INDIA ,Legumes,pathway,AFOLU,"Parameter b, max",44
INDIA ,Legumes,baseline,AFOLU,"Parameter b, max",100
ASEAN ,Legumes,pathway,AFOLU,"Parameter b, max",44
ASEAN ,Legumes,baseline,AFOLU,"Parameter b, max",100
DevelopingECO ,Legumes,pathway,AFOLU,"Parameter b, max",44
DevelopingECO ,Legumes,baseline,AFOLU,"Parameter b, max",100
 OECD ,Legumes,pathway,AFOLU,"Parameter b, min",44
 OECD ,Legumes,baseline,AFOLU,"Parameter b, min",0
NAM ,Legumes,pathway,AFOLU,"Parameter b, min",44
NAM ,Legumes,baseline,AFOLU,"Parameter b, min",0
US ,Legumes,pathway,AFOLU,"Parameter b, min",44
US ,Legumes,baseline,AFOLU,"Parameter b, min",0
